Advertiser,Advertiser ID,Advertiser Currency,Insertion Order,Insertion Order ID,Line Item,Line Item ID,Date,Campaign,Campaign ID,Impressions,Billable Impressions,Clicks,Click Rate (CTR),Revenue (Adv Currency),Media Cost (Advertiser Currency),Start Views,1st Quartile Views,Midpoint Views,3rd Quartile Views,Complete Views,Video Completion Rate,Viewable Impressions,Measurable Impressions,Viewability,For Checking (Measurable-Impression),Start Views-Impression
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,1023952681,LI07809|MPN - Nepalese - A - Burst -2 - 30sec - Video,23143578671,08/02/2026,CA01281,56227968,365,365,2,0.55%,16.37256,14.95211,355,288,150,13,280,78.87%,279,357,78.15%,-8,-10
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,1023944248,LI07810|MPN - Nepalese - B - Burst -2 - 30sec - Video,23143572416,08/02/2026,CA01281,56227968,381,381,2,0.52%,17.214669,15.721159,367,295,116,12,297,80.93%,281,367,76.57%,-14,-14
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08155|MPN - Filipino - A - Burst-2 - Banner,1024670068,LI08155|MPN - Filipino - A - Burst-2 - Banner,23291040937,08/02/2026,CA01281,56227968,1176,1176,6,0.51%,44.400294,40.548214,0,0,0,0,0,0.00%,880,1100,80.00%,-76,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08156|MPN - Filipino - B - Burst-2 - Banner,1024318779,LI08156|MPN - Filipino - B - Burst-2 - Banner,23286769136,08/02/2026,CA01281,56227968,997,997,5,0.50%,37.9941,34.697808,0,0,0,0,0,0.00%,792,911,86.94%,-86,0
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08157|MPN - Filipino - A - Burst -2 - 6s Video,1024319313,LI08157|MPN - Filipino - A - Burst -2 - 6s Video,23286782630,08/02/2026,CA01281,56227968,210,210,1,0.48%,8.116269,7.412118,205,215,211,208,166,80.98%,152,202,75.25%,-8,-5
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08158|MPN - Filipino - A - Burst -2 - 15s Video,1024667428,LI08158|MPN - Filipino - A - Burst -2 - 15s Video,23286773450,08/02/2026,CA01281,56227968,201,201,1,0.50%,8.399148,7.670455,200,186,179,176,162,81.00%,170,199,85.43%,-2,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08159|MPN - Filipino - A - Burst -2 - 30s Video,1024667038,LI08159|MPN - Filipino - A - Burst -2 - 30s Video,23281791960,08/02/2026,CA01281,56227968,176,176,1,0.57%,7.543521,6.88906,165,145,134,129,135,81.82%,147,172,85.47%,-4,-11
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08160|MPN - Filipino - B - Burst -2 - 6s Video,1024308161,LI08160|MPN - Filipino - B - Burst -2 - 6s Video,23281790619,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.699174,7.944451,204,195,193,190,164,80.39%,170,204,83.33%,-1,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08161|MPN - Filipino - B - Burst -2 - 15s Video,1024667431,LI08161|MPN - Filipino - B - Burst -2 - 15s Video,23291062048,08/02/2026,CA01281,56227968,207,207,1,0.48%,8.677388,7.924555,206,193,184,180,172,83.50%,179,203,88.18%,-4,-1
CL00003,784915671,INR,IO01322|MPN&Zee5&TVBJ Regional_Make the Move Campaign Oct'25 to Mar'26 IO|LI08162|MPN - Filipino - B - Burst -2 - 30s Video,1024669426,LI08162|MPN - Filipino - B - Burst -2 - 30s Video,23291063407,08/02/2026,CA01281,56227968,205,205,1,0.49%,8.252082,7.536148,189,189,184,177,146,77.25%,168,194,86.60%,-11,-16
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,1023963808,LI07811|TVBJ-Cantonese - Gambler - 15s - Burst-1,23145826961,08/02/2026,CA01282,56201834,4868,4868,24,0.49%,239.926723,219.111163,4753,3719,3314,3051,3716,78.18%,3774,4768,79.15%,-100,-115
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,1023966577,LI07812|TVBJ-Cantonese - FF - 15s - Burst-1,23145829616,08/02/2026,CA01282,56201834,2363,2363,11,0.47%,113.989847,104.100317,2295,1666,1459,1330,1766,76.95%,1994,2300,86.70%,-63,-68
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,1023966580,LI07813|TVBJ-Cantonese - Gambler - 30s - Burst-1,23150251324,08/02/2026,CA01282,56201834,2787,2787,11,0.39%,133.811216,122.202024,2709,1690,1465,1320,2201,81.25%,2279,2701,84.38%,-86,-78
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,1023963835,LI07814|TVBJ-Cantonese - FF - 30s - Burst-1,23150255986,08/02/2026,CA01282,56201834,1114,1114,6,0.54%,47.697617,43.559468,1026,624,510,450,889,86.65%,845,1018,83.01%,-96,-88
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,1023966385,LI07815|Zee5 -Indian - Gambler - 15s - Burst-1,23150260201,08/02/2026,CA01282,56201834,493,493,2,0.41%,34.177686,31.212499,479,375,235,132,381,79.54%,367,478,76.78%,-15,-14
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07816|Zee5 -Indian - FF - 15s - Burst-1,1023966607,LI07816|Zee5 -Indian - FF - 15s - Burst-1,23145846848,08/02/2026,CA01282,56201834,217,217,1,0.46%,14.807824,13.523127,197,172,101,79,162,82.23%,167,206,81.07%,-11,-20
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,1023594560,LI07817|Zee5 -Indian - Gambler - 30s - Burst-1,23145846674,08/02/2026,CA01282,56201834,457,457,2,0.44%,31.582199,28.842191,455,161,66,33,349,76.70%,373,450,82.89%,-7,-2
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07818|Zee5 -Indian - FF - 30s - Burst-1,1023966076,LI07818|Zee5 -Indian - FF - 30s - Burst-1,23145840623,08/02/2026,CA01282,56201834,166,166,1,0.60%,11.671388,10.658802,148,97,59,48,131,88.51%,129,156,82.69%,-10,-18
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07819|MPN -Arabic - Gambler - 15s - Burst-1,1023966601,LI07819|MPN -Arabic - Gambler - 15s - Burst-1,23140549857,08/02/2026,CA01282,56201834,1229,1229,5,0.41%,48.988402,44.738267,1153,1120,1066,1007,969,84.04%,939,1178,79.71%,-51,-76
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07820|MPN -Arabic - FF - 15s - Burst-1,1023965893,LI07820|MPN -Arabic - FF - 15s - Burst-1,23145848123,08/02/2026,CA01282,56201834,515,515,2,0.39%,20.91905,19.104155,423,480,453,428,339,80.14%,352,445,79.10%,-70,-92
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07821|MPN -Arabic - Gambler - 30s - Burst-1,1023594179,LI07821|MPN -Arabic - Gambler - 30s - Burst-1,23150257663,08/02/2026,CA01282,56201834,1043,1043,5,0.48%,41.982747,38.340408,987,861,773,699,794,80.45%,840,956,87.87%,-87,-56
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07822|MPN -Arabic  - FF - 30s - Burst-1,1023594536,LI07822|MPN -Arabic - FF - 30s - Burst-1,23145839249,08/02/2026,CA01282,56201834,427,427,2,0.47%,17.560538,16.037021,423,331,310,283,366,86.52%,331,425,77.88%,-2,-4
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,1023589092,LI07823|MPN -Vietnamese - Gambler - 15s - Burst-1,23140549620,08/02/2026,CA01282,56201834,1322,1322,7,0.53%,55.251534,50.458022,1228,1191,1126,1063,1003,81.68%,933,1244,75.00%,-78,-94
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07824|MPN -Vietnamese - FF - 15s - Burst-1,1023965890,LI07824|MPN -Vietnamese - FF - 15s - Burst-1,23140548651,08/02/2026,CA01282,56201834,529,529,2,0.38%,22.075111,20.159919,460,490,453,426,403,87.61%,381,470,81.06%,-59,-69
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,1023589080,LI07825|MPN -Vietnamese - Gambler - 30s - Burst-1,23140543353,08/02/2026,CA01282,56201834,1059,1059,4,0.38%,43.983947,40.167988,966,798,714,655,759,78.57%,769,970,79.28%,-89,-93
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07826|MPN -Vietnamese  - FF - 30s - Burst-1,1023964033,LI07826|MPN -Vietnamese - FF - 30s - Burst-1,23150269369,08/02/2026,CA01282,56201834,446,446,2,0.45%,17.854182,16.305189,436,369,326,284,386,88.53%,366,434,84.33%,-12,-10
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07827|MPN -Korean - Gambler - 15s - Burst-1,1023588459,LI07827|MPN -Korean - Gambler - 15s - Burst-1,23140550082,08/02/2026,CA01282,56201834,1187,1187,5,0.42%,50.655873,46.261071,1116,1058,1022,979,932,83.51%,862,1091,79.01%,-96,-71
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07828|MPN -Korean - FF - 15s - Burst-1,1023966061,LI07828|MPN -Korean - FF - 15s - Burst-1,23140534260,08/02/2026,CA01282,56201834,509,509,2,0.39%,21.583738,19.711176,456,466,446,419,396,86.84%,336,430,78.14%,-79,-53
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07829|MPN -Korean - Gambler - 30s - Burst-1,1023965164,LI07829|MPN -Korean - Gambler - 30s - Burst-1,23150257189,08/02/2026,CA01282,56201834,807,807,3,0.37%,33.182457,30.303614,712,634,562,510,596,83.71%,577,711,81.15%,-96,-95
CL00003,784915671,INR,IO01323|MPN&ZeeTV&TVBJ -  Responsible Gambling The Number that Changed my Life campaign Oct'25 to Mar'26 IO|LI07830|MPN -Korean - FF - 30s - Burst-1,1023964030,LI07830|MPN -Korean - FF - 30s - Burst-1,23150260558,08/02/2026,CA01282,56201834,434,434,2,0.46%,18.526223,16.918925,423,382,330,306,357,84.40%,365,430,84.88%,-4,-11
CL00003,784915671,INR,IO01324|Royal Botanic Gardens Victoria campaign Oct'25 to Feb'26 IO|LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,1023590406,LI07850|MPN - Mandarin - Melbourne Garden - Banner - Burst-2,23141259072,08/02/2026,CA01283,56195986,4332,4332,21,0.48%,137.983352,126.012194,0,0,0,0,0,0.00%,3514,4144,84.80%,-188,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07871|Arabic,1024090132,LI07871|Arabic,23167624950,08/02/2026,CA01290,56214385,3921,3921,15,0.38%,138.911837,126.860125,0,0,0,0,0,0.00%,2907,3750,77.52%,-171,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07872|Cantonese,1024089187,LI07872|Cantonese,23167625922,08/02/2026,CA01290,56214385,4586,4586,20,0.44%,173.097743,158.080131,0,0,0,0,0,0.00%,3643,4392,82.95%,-194,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07873|Croatian,1024090198,LI07873|Croatian,23167630032,08/02/2026,CA01290,56214385,4446,4446,23,0.52%,167.042652,152.550367,0,0,0,0,0,0.00%,3699,4323,85.57%,-123,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07874|Dari,1023729341,LI07874|Dari,23167632651,08/02/2026,CA01290,56214385,3977,3977,18,0.45%,107.460006,98.136992,0,0,0,0,0,0.00%,2871,3805,75.45%,-172,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07875|Karen,1024090177,LI07875|Karen,23167626699,08/02/2026,CA01290,56214385,4384,4384,21,0.48%,177.158122,161.788239,0,0,0,0,0,0.00%,3533,4234,83.44%,-150,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07876|Khmer,1023729329,LI07876|Khmer,23177207191,08/02/2026,CA01290,56214385,4105,4105,17,0.41%,155.493316,142.003028,0,0,0,0,0,0.00%,3443,4001,86.05%,-104,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07877|Korean,1023727191,LI07877|Korean,23167628298,08/02/2026,CA01290,56214385,4358,4358,21,0.48%,130.030112,118.748961,0,0,0,0,0,0.00%,3455,4179,82.68%,-179,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07878|Mandarin,1023729753,LI07878|Mandarin,23172865193,08/02/2026,CA01290,56214385,4327,4327,17,0.39%,146.538765,133.825356,0,0,0,0,0,0.00%,3287,4137,79.45%,-190,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07879|Persian,1023730089,LI07879|Persian,23177207962,08/02/2026,CA01290,56214385,4828,4828,24,0.50%,196.116082,179.101445,0,0,0,0,0,0.00%,3846,4668,82.39%,-160,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07880|Punjabi,1023730098,LI07880|Punjabi,23167633131,08/02/2026,CA01290,56214385,5115,5115,22,0.43%,160.752129,146.805597,0,0,0,0,0,0.00%,4260,4942,86.20%,-173,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07881|Serbian,1024089196,LI07881|Serbian,23167628385,08/02/2026,CA01290,56214385,4044,4044,16,0.40%,158.654813,144.89024,0,0,0,0,0,0.00%,3258,3855,84.51%,-189,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07882|Spanish,1024086517,LI07882|Spanish,23177204122,08/02/2026,CA01290,56214385,4340,4340,19,0.44%,167.838819,153.27746,0,0,0,0,0,0.00%,3349,4233,79.12%,-107,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07883|Turkish,1023730092,LI07883|Turkish,23167630203,08/02/2026,CA01290,56214385,4582,4582,18,0.39%,180.12148,164.494502,0,0,0,0,0,0.00%,3917,4430,88.42%,-152,0
CL00003,784915671,INR,IO01331|Department of Justice and Community Safety Campaign Nov'25 to Feb'25 IO|LI07884|Vietnamese,1024087066,LI07884|Vietnamese,23172870671,08/02/2026,CA01290,56214385,3840,3840,20,0.52%,147.261222,134.485134,0,0,0,0,0,0.00%,3166,3710,85.34%,-130,0
CL00003,784915671,INR,IO01362|MV Our Wondrous Planet Campaign Jan'26 to Apr’26 IO|LI08108|Arabic - Banner,1024243533,LI08108|Arabic - Banner,23270943306,08/02/2026,CA01319,56334990,2622,2622,11,0.42%,91.937922,83.961573,0,0,0,0,0,0.00%,2016,2536,79.50%,-86,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08109|Mandarin - Banner,1024636300,LI08109|Mandarin - Banner,23283099563,08/02/2026,CA01320,56328794,5661,5661,30,0.53%,189.988221,173.505225,0,0,0,0,0,0.00%,4619,5477,84.33%,-184,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08110|Cantonese - Banner,1024281383,LI08110|Cantonese - Banner,23287327321,08/02/2026,CA01320,56328794,3620,3620,14,0.39%,152.546999,139.312328,0,0,0,0,0,0.00%,2745,3428,80.08%,-192,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08111|Hindi - Banner,1024636306,LI08111|Hindi - Banner,23287328140,08/02/2026,CA01320,56328794,1734,1734,9,0.52%,61.092316,55.792069,0,0,0,0,0,0.00%,1276,1680,75.95%,-54,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08112|Arabic - Banner,1024281686,LI08112|Arabic - Banner,23278062450,08/02/2026,CA01320,56328794,4948,4948,26,0.53%,181.234369,165.510839,0,0,0,0,0,0.00%,3613,4771,75.73%,-177,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08113|Vietnamese - Banner,1024631305,LI08113|Vietnamese - Banner,23283097388,08/02/2026,CA01320,56328794,2317,2317,11,0.47%,85.551155,78.128909,0,0,0,0,0,0.00%,1913,2263,84.53%,-54,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08114|Greek - Banner,1024281710,LI08114|Greek - Banner,23278068891,08/02/2026,CA01320,56328794,1400,1400,6,0.43%,51.732162,47.243984,0,0,0,0,0,0.00%,1108,1315,84.26%,-85,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08115|Spanish - Banner,1024281707,LI08115|Spanish - Banner,23283107903,08/02/2026,CA01320,56328794,1584,1584,7,0.44%,60.503119,55.25399,0,0,0,0,0,0.00%,1244,1501,82.88%,-83,0
CL00003,784915671,INR,IO01363|RFS - Prepare Act Survive Campaign Nov'25 to Mar'26 IO|LI08116|Korean - Banner,1024281713,LI08116|Korean - Banner,23283107918,08/02/2026,CA01320,56328794,1486,1486,6,0.40%,46.830082,42.767198,0,0,0,0,0,0.00%,1163,1398,83.19%,-88,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08119|Mandarin - Banner,1024283861,LI08119|Mandarin - Banner,23278547934,08/02/2026,CA01322,56324525,5138,5138,27,0.53%,167.970004,153.397264,0,0,0,0,0,0.00%,3958,4981,79.46%,-157,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08120|Cantonese - Banner,1024277579,LI08120|Cantonese - Banner,23283564866,08/02/2026,CA01322,56324525,3696,3696,14,0.38%,142.271192,129.928029,0,0,0,0,0,0.00%,2948,3512,83.94%,-184,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08121|Vietnamese - Banner,1024641922,LI08121|Vietnamese - Banner,23278552545,08/02/2026,CA01322,56324525,2917,2917,12,0.41%,108.398807,98.994344,0,0,0,0,0,0.00%,2487,2865,86.81%,-52,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08122|Arabic - Banner,1024640098,LI08122|Arabic - Banner,23278552986,08/02/2026,CA01322,56324525,2837,2837,12,0.42%,101.418867,92.61997,0,0,0,0,0,0.00%,2099,2755,76.19%,-82,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08123|Hindi - Banner,1024298025,LI08123|Hindi - Banner,23283566795,08/02/2026,CA01322,56324525,2747,2747,15,0.55%,95.459204,87.177355,0,0,0,0,0,0.00%,2079,2659,78.19%,-88,0
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08124|TVBJ - Cantonese - Video,1024643071,LI08124|TVBJ - Cantonese - Video,23283623675,08/02/2026,CA01322,56324525,3013,3013,14,0.46%,198.157172,180.965454,2895,2021,1714,1498,2462,85.04%,2178,2827,77.04%,-186,-118
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08125|Zee5 - Hindi - Video,1024298592,LI08125|Zee5 - Hindi - Video,23283639254,08/02/2026,CA01322,56324525,963,963,4,0.42%,62.771578,57.325642,872,471,253,181,673,77.18%,771,890,86.63%,-73,-91
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08126|Vietnamese - Video,1024283516,LI08126|Vietnamese - Video,23287886875,08/02/2026,CA01322,56324525,719,719,3,0.42%,45.9939,42.003562,619,602,553,506,468,75.61%,543,619,87.72%,-100,-100
CL00003,784915671,INR,IO01365|TVBJ&MPN&ZEE5 NSW Gov - Litter Prevention Campaign Nov'25 to May'26 IO|LI08127|Arabic - Video,1024298598,LI08127|Arabic - Video,23278636470,08/02/2026,CA01322,56324525,720,720,3,0.42%,43.79585,39.99621,632,584,512,457,486,76.90%,566,653,86.68%,-67,-88
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08128|Cantonese - Confirm - 15s,1024644355,LI08128|Cantonese - Confirm - 15s,23288067103,08/02/2026,CA01323,56319082,1475,1475,6,0.41%,67.54833,61.687973,1377,1158,995,893,1085,78.79%,1221,1421,85.93%,-54,-98
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08129|Vietnamese - Confirm - 15s,1024645261,LI08129|Vietnamese - Confirm - 15s,23288079070,08/02/2026,CA01323,56319082,1707,1707,8,0.47%,83.479271,76.236777,1644,1540,1463,1385,1303,79.26%,1237,1617,76.50%,-90,-63
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08130|Nepali - Confirm - 15s,1024284527,LI08130|Nepali - Confirm - 15s,23278852458,08/02/2026,CA01323,56319082,1773,1773,9,0.51%,92.948721,84.884677,1696,1604,1440,1321,1421,83.79%,1518,1711,88.72%,-62,-77
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08131|Cantonese - Upskill - 15s,1024644157,LI08131|Cantonese - Upskill - 15s,23278845003,08/02/2026,CA01323,56319082,493,493,2,0.41%,23.392343,21.36287,483,406,355,287,372,77.02%,418,491,85.13%,-2,-10
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08132|Vietnamese - Upskill - 15s,1024247537,LI08132|Vietnamese - Upskill - 15s,23288086252,08/02/2026,CA01323,56319082,727,727,3,0.41%,35.551937,32.467522,650,657,616,579,546,84.00%,527,673,78.31%,-54,-77
CL00003,784915671,INR,IO01366|Anti-Vaping V2 Campaign Oct'25 to Apr'26 IO|LI08133|Nepali - Upskill - 15s,1024645267,LI08133|Nepali - Upskill - 15s,23288081446,08/02/2026,CA01323,56319082,779,779,3,0.39%,41.113267,37.546363,712,693,622,560,629,88.34%,577,725,79.59%,-54,-67
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08210|Zee5 - Hindi - alcohol - Video,1024927939,LI08210|Zee5 - Hindi - alcohol - Video,23324892212,08/02/2026,CA01336,56366042,505,505,2,0.40%,32.131798,29.344108,443,359,261,192,386,87.13%,316,408,77.45%,-97,-62
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08211|Zee5 - Hindi - alone - Video,1024932727,LI08211|Zee5 - Hindi - alone - Video,23324893373,08/02/2026,CA01336,56366042,508,508,2,0.39%,32.142167,29.353577,448,320,187,138,380,84.82%,345,446,77.35%,-62,-60
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08212|Zee5 - Hindi - Weather - Video,1024583448,LI08212|Zee5 - Hindi - Weather - Video,23328963310,08/02/2026,CA01336,56366042,499,499,2,0.40%,32.583025,29.756187,496,349,205,146,431,86.90%,426,485,87.84%,-14,-3
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08213|Zee5 - Hindi - Flags - Video,1024932745,LI08213|Zee5 - Hindi - Flags - Video,23319835578,08/02/2026,CA01336,56366042,463,463,2,0.43%,30.154264,27.538141,447,335,177,133,375,83.89%,400,451,88.69%,-12,-16
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08214|Zee5 - Hindi - Life Jackets - Video,1024584072,LI08214|Zee5 - Hindi - Life Jackets - Video,23328963775,08/02/2026,CA01336,56366042,508,508,2,0.39%,32.088676,29.304727,441,331,213,150,338,76.64%,386,446,86.55%,-62,-67
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08215|Zee5 - Punjabi - alcohol - Video,1024932754,LI08215|Zee5 - Punjabi - alcohol - Video,23319835908,08/02/2026,CA01336,56366042,525,525,2,0.38%,33.501034,30.594552,440,332,215,141,348,79.09%,416,471,88.32%,-54,-85
CL00003,784915671,INR,IO01380|Zee5 - Vic Gov- Water Safety Campaign Dec'25 to Mar'26 IO|LI08216|Zee5 - Punjabi - alone - Video,1024585122,LI08216|Zee5 - Punjabi - alone - Video,23324898908,08/02/2026,CA01336,56366042,524,524,2,0.38%,33.981629,31.033451,425,366,241,176,319,75.06%,373,472,79.03%,-52,-99
